Photo,Zone A,Zone B,JND_diff,Selected_random,Model,JND_Type
Shakey_11JUN22_MSPEC,a1,b1,4.46619212,Selected,Peafowl,Luminance
Shakey_12APR22_MSPEC,a1,b1,13.86108365,Selected,Peafowl,Luminance
Shakey_25JUN22_MSPEC,a1,b1,17.10011434,Selected,Peafowl,Luminance
Shakey_5APR22_MSPEC,a1,b1,5.032795987,Selected,Peafowl,Luminance
Shakey_7MAY22_MSPEC,a1,b1,2.978176007,Selected,Peafowl,Luminance
Shania_10JUN22_MSPEC,a1,b1,0.161290774,Selected,Peafowl,Luminance
Ty_4JUN22_MSPEC,a1,b1,5.405947857,Selected,Peafowl,Luminance
UnIDF_2SEP22,a1,b1,10.45522351,Selected,Peafowl,Luminance
Willy_21JUN22_MSPEC,a1,b1,1.260484862,Selected,Peafowl,Luminance
Willy_26APR_MSPEC,a1,b1,7.345637659,Selected,Peafowl,Luminance
Willy_30APR22_MSPEC,a1,b1,9.102532035,Selected,Peafowl,Luminance
Willy_4JUN22_MSPEC,a1,b1,8.424103297,Selected,Peafowl,Luminance
Yvette_16APR22_MSPEC,a1,b1,8.305100983,Selected,Peafowl,Luminance
Yvette_23APR_MSPEC,a1,b1,2.439875469,Selected,Peafowl,Luminance
Zoe_11JUN22_MSPEC,a1,b1,1.792771416,Selected,Peafowl,Luminance
Zoe_12APR_MSPEC,a1,b1,15.89775962,Selected,Peafowl,Luminance
Alice_4JUN22_MSPEC,a1,a1,5.027719464,Random,Peafowl,Luminance
Alice_21JUN22_MSPEC,a1,a1,7.287676783,Random,Peafowl,Luminance
Alice_26APR_MSPEC,a1,a1,16.7008887,Random,Peafowl,Luminance
Bowie_30APR_MSPEC,a1,a1,22.47164323,Random,Peafowl,Luminance
CATEST19_14JUN22_MSPEC,a1,a1,4.661696747,Random,Peafowl,Luminance
Dusty_14JUN22_MSPEC,a1,a1,4.153800075,Random,Peafowl,Luminance
Dusty_30APR_MSPEC,a1,a1,7.139011964,Random,Peafowl,Luminance
Dusty_13AUG22_R,a1,a1,0.907721063,Random,Peafowl,Luminance
ElCoco_6MAY22_MSPEC,a1,a1,9.590495416,Random,Peafowl,Luminance
ElCoco_10JUN22_MSPEC,a1,a1,9.297383678,Random,Peafowl,Luminance
Elcoco_14MAY22_MSPEC,a1,a1,6.478603275,Random,Peafowl,Luminance
ELCoco_10JULY_MSPEC,a1,a1,4.916220008,Random,Peafowl,Luminance
ElCoco_19SEP22_R,a1,a1,9.133184592,Random,Peafowl,Luminance
ElCoco_2SEP22_R,a1,a1,2.348922612,Random,Peafowl,Luminance
Eliane_12APR_MSPEC,a1,a1,30.42731588,Random,Peafowl,Luminance
Eliane_19APR_MSPEC,a1,a1,2.2781897,Random,Peafowl,Luminance
Gibbard_23APR_MSPEC,a1,a1,29.08696413,Random,Peafowl,Luminance
Gibbard_30APR_MSPEC,a1,a1,0.596294366,Random,Peafowl,Luminance
Hank_14MAY22_MSPEC,a1,a1,7.888660881,Random,Peafowl,Luminance
Hank_19MAY22_MSPEC,a1,a1,13.50215112,Random,Peafowl,Luminance
Hank_5JUL22_MSPEC,a1,a1,9.100535049,Random,Peafowl,Luminance
Hank_9JUL22_MSPEC,a1,a1,8.256114624,Random,Peafowl,Luminance
Hank_30JULY22_MSPEC,a1,a1,1.574007242,Random,Peafowl,Luminance
Kurt_7MAY22_MSPEC,a1,a1,4.825421672,Random,Peafowl,Luminance
Kurt_14MAY22_MSPEC,a1,a1,34.37461235,Random,Peafowl,Luminance
Kurt_30APR22_MSPEC,a1,a1,13.5802874,Random,Peafowl,Luminance
Shakey_5APR22_MSPEC,a1,a1,6.732727668,Random,Peafowl,Luminance
Shakey_7MAY22_MSPEC,a1,a1,1.093663469,Random,Peafowl,Luminance
Shakey_11JUN22_MSPEC,a1,a1,2.760805489,Random,Peafowl,Luminance
Shakey_12APR22_MSPEC,a1,a1,16.76985251,Random,Peafowl,Luminance
Shakey_25JUN22_MSPEC,a1,a1,18.13492,Random,Peafowl,Luminance
Shania_10JUN22_MSPEC,a1,a1,11.19376835,Random,Peafowl,Luminance
Ty_4JUN22_MSPEC,a1,a1,32.01420586,Random,Peafowl,Luminance
UnIDF_2SEP22_R,a1,a1,1.687544827,Random,Peafowl,Luminance
Willy_4JUN22_MSPEC,a1,a1,1.821764428,Random,Peafowl,Luminance
Willy_21JUN22_MSPEC,a1,a1,6.938940349,Random,Peafowl,Luminance
Willy_26APR_MSPEC,a1,a1,0.107229038,Random,Peafowl,Luminance
Willy_30APR22_MSPEC,a1,a1,24.62711135,Random,Peafowl,Luminance
Yvette_16APR22_MSPEC,a1,a1,3.598209039,Random,Peafowl,Luminance
Yvette_23APR_MSPEC,a1,a1,13.59557986,Random,Peafowl,Luminance
Zoe_11JUN22_MSPEC,a1,a1,11.33937975,Random,Peafowl,Luminance
Zoe_12APR_MSPEC,a1,a1,14.97256017,Random,Peafowl,Luminance
Alice_21JUN22_MSPEC,a1,b1,3.047749024,Selected,BlueTit,Color
Alice_26APR_MSPEC,a1,b1,4.657722165,Selected,BlueTit,Color
Alice_4JUN22_MSPEC,a1,b1,2.615723497,Selected,BlueTit,Color
Bowie_30APR_MSPEC,a1,b1,2.64920439,Selected,BlueTit,Color
CATEST19_14JUN22_MSPEC,a1,b1,1.504075083,Selected,BlueTit,Color
Dusty_13AUG22,a1,b1,1.119895087,Selected,BlueTit,Color
Dusty_14JUN22_MSPEC,a1,b1,1.085080285,Selected,BlueTit,Color
Dusty_30APR_MSPEC,a1,b1,1.339898848,Selected,BlueTit,Color
ElCoco_10JUL22_MSPEC,a1,b1,1.357965763,Selected,BlueTit,Color
ElCoco_10JUN22_MSPEC,a1,b1,3.244549087,Selected,BlueTit,Color
Elcoco_14MAY22_MSPEC,a1,b1,1.843562469,Selected,BlueTit,Color
ElCoco_19SEP22,a1,b1,0.985618337,Selected,BlueTit,Color
ElCoco_2SEP22,a1,b1,1.829885593,Selected,BlueTit,Color
ElCoco_6MAY22_MSPEC,a1,b1,1.57756637,Selected,BlueTit,Color
Eliane_12APR_MSPEC,a1,b1,2.585597098,Selected,BlueTit,Color
Eliane_19APR_MSPEC,a1,b1,4.02608988,Selected,BlueTit,Color
Gibbard_23APR_MSPEC,a1,b1,5.089679935,Selected,BlueTit,Color
Gibbard_30APR_MSPEC,a1,b1,2.526103798,Selected,BlueTit,Color
Hank_14MAY22_MSPEC,a1,b1,12.81963942,Selected,BlueTit,Color
Hank_19MAY22_MSPEC,a1,b1,2.227361633,Selected,BlueTit,Color
Hank_30JULY22_MSPEC,a1,b1,2.061425861,Selected,BlueTit,Color
Hank_5JUL22_MSPEC,a1,b1,1.127346614,Selected,BlueTit,Color
Hank_9JUL22_MSPEC,a1,b1,1.176459521,Selected,BlueTit,Color
Kurt_14MAY22_MSPEC,a1,b1,6.170104187,Selected,BlueTit,Color
Kurt_30APR22_MSPEC,a1,b1,1.428318205,Selected,BlueTit,Color
Kurt_7MAY22_MSPEC,a1,b1,3.918198841,Selected,BlueTit,Color
Shakey_11JUN22_MSPEC,a1,b1,6.438472472,Selected,BlueTit,Color
Shakey_12APR22_MSPEC,a1,b1,5.091708069,Selected,BlueTit,Color
Shakey_25JUN22_MSPEC,a1,b1,7.780841094,Selected,BlueTit,Color
Shakey_5APR22_MSPEC,a1,b1,0.978415789,Selected,BlueTit,Color
Shakey_7MAY22_MSPEC,a1,b1,5.688103248,Selected,BlueTit,Color
Shania_10JUN22_MSPEC,a1,b1,7.165842571,Selected,BlueTit,Color
Ty_4JUN22_MSPEC,a1,b1,3.530779632,Selected,BlueTit,Color
UnIDF_2SEP22,a1,b1,1.322963282,Selected,BlueTit,Color
Willy_21JUN22_MSPEC,a1,b1,1.834042039,Selected,BlueTit,Color
Willy_26APR_MSPEC,a1,b1,1.758292931,Selected,BlueTit,Color
Willy_30APR22_MSPEC,a1,b1,1.413433286,Selected,BlueTit,Color
Willy_4JUN22_MSPEC,a1,b1,2.408902384,Selected,BlueTit,Color
Yvette_16APR22_MSPEC,a1,b1,0.639763523,Selected,BlueTit,Color
Yvette_23APR_MSPEC,a1,b1,1.692381317,Selected,BlueTit,Color
Zoe_11JUN22_MSPEC,a1,b1,4.624680986,Selected,BlueTit,Color
Zoe_12APR_MSPEC,a1,b1,5.16774097,Selected,BlueTit,Color
Alice_21JUN22_MSPEC,a1,b1,0.770589302,Selected,BlueTit,Luminance
Alice_26APR_MSPEC,a1,b1,3.113173217,Selected,BlueTit,Luminance
Alice_4JUN22_MSPEC,a1,b1,15.5082492,Selected,BlueTit,Luminance
Bowie_30APR_MSPEC,a1,b1,2.587278809,Selected,BlueTit,Luminance
CATEST19_14JUN22_MSPEC,a1,b1,7.971370046,Selected,BlueTit,Luminance
Dusty_13AUG22,a1,b1,0.175239878,Selected,BlueTit,Luminance
Dusty_14JUN22_MSPEC,a1,b1,8.217979364,Selected,BlueTit,Luminance
Dusty_30APR_MSPEC,a1,b1,8.216263094,Selected,BlueTit,Luminance
ElCoco_10JUL22_MSPEC,a1,b1,3.673108147,Selected,BlueTit,Luminance
ElCoco_10JUN22_MSPEC,a1,b1,4.102212397,Selected,BlueTit,Luminance
Elcoco_14MAY22_MSPEC,a1,b1,6.668178369,Selected,BlueTit,Luminance
ElCoco_19SEP22,a1,b1,3.226038098,Selected,BlueTit,Luminance
ElCoco_2SEP22,a1,b1,2.811354616,Selected,BlueTit,Luminance
ElCoco_6MAY22_MSPEC,a1,b1,0.3912618,Selected,BlueTit,Luminance
Eliane_12APR_MSPEC,a1,b1,6.831777972,Selected,BlueTit,Luminance
Eliane_19APR_MSPEC,a1,b1,2.278209584,Selected,BlueTit,Luminance
Gibbard_23APR_MSPEC,a1,b1,10.03922593,Selected,BlueTit,Luminance
Gibbard_30APR_MSPEC,a1,b1,4.747269562,Selected,BlueTit,Luminance
Hank_14MAY22_MSPEC,a1,b1,24.79777004,Selected,BlueTit,Luminance
Hank_19MAY22_MSPEC,a1,b1,8.782702684,Selected,BlueTit,Luminance
Hank_30JULY22_MSPEC,a1,b1,0.683750839,Selected,BlueTit,Luminance
Hank_5JUL22_MSPEC,a1,b1,3.248178188,Selected,BlueTit,Luminance
Hank_9JUL22_MSPEC,a1,b1,1.004970548,Selected,BlueTit,Luminance
Kurt_14MAY22_MSPEC,a1,b1,3.678019899,Selected,BlueTit,Luminance
Kurt_30APR22_MSPEC,a1,b1,4.763489308,Selected,BlueTit,Luminance
Kurt_7MAY22_MSPEC,a1,b1,10.45263126,Selected,BlueTit,Luminance
Shakey_11JUN22_MSPEC,a1,b1,4.259246484,Selected,BlueTit,Luminance
Shakey_12APR22_MSPEC,a1,b1,13.66536453,Selected,BlueTit,Luminance
Shakey_25JUN22_MSPEC,a1,b1,17.06919627,Selected,BlueTit,Luminance
Shakey_5APR22_MSPEC,a1,b1,4.928889276,Selected,BlueTit,Luminance
Shakey_7MAY22_MSPEC,a1,b1,2.902107568,Selected,BlueTit,Luminance
Shania_10JUN22_MSPEC,a1,b1,0.328581719,Selected,BlueTit,Luminance
Ty_4JUN22_MSPEC,a1,b1,5.312920263,Selected,BlueTit,Luminance
UnIDF_2SEP22,a1,b1,10.53812394,Selected,BlueTit,Luminance
Willy_21JUN22_MSPEC,a1,b1,1.211442375,Selected,BlueTit,Luminance
Willy_26APR_MSPEC,a1,b1,7.175578357,Selected,BlueTit,Luminance
Willy_30APR22_MSPEC,a1,b1,8.943977824,Selected,BlueTit,Luminance
Willy_4JUN22_MSPEC,a1,b1,8.465610899,Selected,BlueTit,Luminance
Yvette_16APR22_MSPEC,a1,b1,8.333144676,Selected,BlueTit,Luminance
Yvette_23APR_MSPEC,a1,b1,2.443217732,Selected,BlueTit,Luminance
Zoe_11JUN22_MSPEC,a1,b1,1.972296463,Selected,BlueTit,Luminance
Zoe_12APR_MSPEC,a1,b1,15.93864906,Selected,BlueTit,Luminance
Alice_4JUN22_MSPEC,a1,a1,1.381793047,Random,BlueTit,Color
Alice_21JUN22_MSPEC,a1,a1,4.935787057,Random,BlueTit,Color
Alice_26APR_MSPEC,a1,a1,10.09677827,Random,BlueTit,Color
Bowie_30APR_MSPEC,a1,a1,4.240403042,Random,BlueTit,Color
CATEST19_14JUN22_MSPEC,a1,a1,1.707419488,Random,BlueTit,Color
Dusty_14JUN22_MSPEC,a1,a1,3.196595718,Random,BlueTit,Color
Dusty_30APR_MSPEC,a1,a1,0.899627219,Random,BlueTit,Color
Dusty_13AUG22_R,a1,a1,3.922255508,Random,BlueTit,Color
ElCoco_6MAY22_MSPEC,a1,a1,2.09203298,Random,BlueTit,Color
ElCoco_10JUN22_MSPEC,a1,a1,1.412097405,Random,BlueTit,Color
Elcoco_14MAY22_MSPEC,a1,a1,2.968300925,Random,BlueTit,Color
ELCoco_10JULY_MSPEC,a1,a1,2.85287447,Random,BlueTit,Color
ElCoco_19SEP22_R,a1,a1,5.111912676,Random,BlueTit,Color
ElCoco_2SEP22_R,a1,a1,1.022861495,Random,BlueTit,Color
Eliane_12APR_MSPEC,a1,a1,16.03806387,Random,BlueTit,Color
Eliane_19APR_MSPEC,a1,a1,2.223871695,Random,BlueTit,Color
Gibbard_23APR_MSPEC,a1,a1,10.53123211,Random,BlueTit,Color
Gibbard_30APR_MSPEC,a1,a1,1.476872635,Random,BlueTit,Color
Hank_14MAY22_MSPEC,a1,a1,8.664870432,Random,BlueTit,Color
Hank_19MAY22_MSPEC,a1,a1,6.54002982,Random,BlueTit,Color
Hank_5JUL22_MSPEC,a1,a1,1.746013315,Random,BlueTit,Color
Hank_9JUL22_MSPEC,a1,a1,5.422059262,Random,BlueTit,Color
Hank_30JULY22_MSPEC,a1,a1,0.964111083,Random,BlueTit,Color
Kurt_7MAY22_MSPEC,a1,a1,4.382948455,Random,BlueTit,Color
Kurt_14MAY22_MSPEC,a1,a1,18.70384639,Random,BlueTit,Color
Kurt_30APR22_MSPEC,a1,a1,1.153670603,Random,BlueTit,Color
Shakey_5APR22_MSPEC,a1,a1,6.317921038,Random,BlueTit,Color
Shakey_7MAY22_MSPEC,a1,a1,1.665030612,Random,BlueTit,Color
Shakey_11JUN22_MSPEC,a1,a1,7.873557152,Random,BlueTit,Color
Shakey_12APR22_MSPEC,a1,a1,3.475205615,Random,BlueTit,Color
Shakey_25JUN22_MSPEC,a1,a1,3.174064938,Random,BlueTit,Color
Shania_10JUN22_MSPEC,a1,a1,5.631474069,Random,BlueTit,Color
Ty_4JUN22_MSPEC,a1,a1,11.5779519,Random,BlueTit,Color
UnIDF_2SEP22_R,a1,a1,3.036415017,Random,BlueTit,Color
Willy_21JUN22_MSPEC,a1,a1,4.561143311,Random,BlueTit,Color
Willy_26APR_MSPEC,a1,a1,2.182692951,Random,BlueTit,Color
Willy_30APR22_MSPEC,a1,a1,6.657546704,Random,BlueTit,Color
WillyR_04JUNE_MSPEC,a1,a1,3.553379718,Random,BlueTit,Color
Yvette_16APR22_MSPEC,a1,a1,2.699972958,Random,BlueTit,Color
Yvette_23APR_MSPEC,a1,a1,1.661022238,Random,BlueTit,Color
Zoe_11JUN22_MSPEC,a1,a1,8.61327691,Random,BlueTit,Color
Zoe_12APR_MSPEC,a1,a1,1.806501679,Random,BlueTit,Color
Alice_4JUN22_MSPEC,a1,a1,4.887261511,Random,BlueTit,Luminance
Alice_21JUN22_MSPEC,a1,a1,7.467383316,Random,BlueTit,Luminance
Alice_26APR_MSPEC,a1,a1,16.55474173,Random,BlueTit,Luminance
Bowie_30APR_MSPEC,a1,a1,22.48848092,Random,BlueTit,Luminance
CATEST19_14JUN22_MSPEC,a1,a1,4.685183053,Random,BlueTit,Luminance
Dusty_14JUN22_MSPEC,a1,a1,4.150226024,Random,BlueTit,Luminance
Dusty_30APR_MSPEC,a1,a1,7.282924643,Random,BlueTit,Luminance
Dusty_13AUG22_R,a1,a1,0.7447076,Random,BlueTit,Luminance
ElCoco_6MAY22_MSPEC,a1,a1,9.575172729,Random,BlueTit,Luminance
ElCoco_10JUN22_MSPEC,a1,a1,9.418905948,Random,BlueTit,Luminance
Elcoco_14MAY22_MSPEC,a1,a1,6.298160885,Random,BlueTit,Luminance
ELCoco_10JULY_MSPEC,a1,a1,4.866355088,Random,BlueTit,Luminance
ElCoco_19SEP22_R,a1,a1,9.222774442,Random,BlueTit,Luminance
ElCoco_2SEP22_R,a1,a1,2.255817594,Random,BlueTit,Luminance
Eliane_12APR_MSPEC,a1,a1,30.25058667,Random,BlueTit,Luminance
Eliane_19APR_MSPEC,a1,a1,2.170639836,Random,BlueTit,Luminance
Gibbard_23APR_MSPEC,a1,a1,28.53958649,Random,BlueTit,Luminance
Gibbard_30APR_MSPEC,a1,a1,0.548784028,Random,BlueTit,Luminance
Hank_14MAY22_MSPEC,a1,a1,7.868468461,Random,BlueTit,Luminance
Hank_19MAY22_MSPEC,a1,a1,13.23843334,Random,BlueTit,Luminance
Hank_5JUL22_MSPEC,a1,a1,9.211633528,Random,BlueTit,Luminance
Hank_9JUL22_MSPEC,a1,a1,8.002621164,Random,BlueTit,Luminance
Hank_30JULY22_MSPEC,a1,a1,1.733736856,Random,BlueTit,Luminance
Kurt_7MAY22_MSPEC,a1,a1,5.105987611,Random,BlueTit,Luminance
Kurt_14MAY22_MSPEC,a1,a1,33.99602089,Random,BlueTit,Luminance
Kurt_30APR22_MSPEC,a1,a1,13.7488458,Random,BlueTit,Luminance
Shakey_5APR22_MSPEC,a1,a1,6.789274095,Random,BlueTit,Luminance
Shakey_7MAY22_MSPEC,a1,a1,0.799178452,Random,BlueTit,Luminance
Shakey_11JUN22_MSPEC,a1,a1,2.47337004,Random,BlueTit,Luminance
Shakey_12APR22_MSPEC,a1,a1,16.77274522,Random,BlueTit,Luminance
Shakey_25JUN22_MSPEC,a1,a1,18.23697639,Random,BlueTit,Luminance
Shania_10JUN22_MSPEC,a1,a1,11.13530777,Random,BlueTit,Luminance
Ty_4JUN22_MSPEC,a1,a1,31.45454325,Random,BlueTit,Luminance
UnIDF_2SEP22_R,a1,a1,1.596589405,Random,BlueTit,Luminance
Willy_4JUN22_MSPEC,a1,a1,1.916013356,Random,BlueTit,Luminance
Willy_21JUN22_MSPEC,a1,a1,7.043169011,Random,BlueTit,Luminance
Willy_26APR_MSPEC,a1,a1,0.015871025,Random,BlueTit,Luminance
Willy_30APR22_MSPEC,a1,a1,24.47052539,Random,BlueTit,Luminance
Yvette_16APR22_MSPEC,a1,a1,3.658819919,Random,BlueTit,Luminance
Yvette_23APR_MSPEC,a1,a1,13.68226643,Random,BlueTit,Luminance
Zoe_11JUN22_MSPEC,a1,a1,11.04432681,Random,BlueTit,Luminance
Zoe_12APR_MSPEC,a1,a1,15.31465217,Random,BlueTit,Luminance
